Unnamed: 0,stock,register,city,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,stock_model_chose,register_model_chose,pr_register,pr_register_corrected
937,7.3098,,安康市,2011,407.17,470.0,12914.0,32.0,10.0,305.1,2,11111.0,111111.0,8.668000000000001,4.783675104311544
938,27.7641,,凉山彝族自治州,2017,,,33101.0,,,,2,100.0,100.0,2.668,1.9311452000124718
939,4.8243,,抚州市,2006,313.5607,409.0,10348.0,34.0,,383.78,2,1111.0,101111.0,0.7390000000000001,0.49672827604547576
940,14.7361,,巴彦淖尔市,2012,813.33,780.0,35913.0,38.0,5.0,186.7,2,11111.0,111111.0,6.313999999999999,3.71729227103191
941,1.9973,,伊春市,2004,109.2023,434.0,18111.0,158.0,,129.57,2,1111.0,101111.0,1.7439999999999998,0.6362214925104582
942,,,拉萨市,2016,424.95,965.0,16389.0,72.0,32.0,54.0,2,11111.0,111111.0,4.05,0.8854079497907948
943,39.9613,,邵阳市,2009,600.6947,746.0,11511.0,52.0,,764.14,2,1111.0,101111.0,1.245,0.9434881455017865
944,5.1149,,遵义市,2007,540.5353,1015.0,17057.0,45.0,,739.4,2,1111.0,101111.0,1.195,1.2839312904453746
945,26.5535,,临沧市（2003年前为临沧地区）,2009,181.3326,119.0,13121.0,14.0,,239.6,2,1111.0,101111.0,0.8800000000000001,1.1809273072985231
946,,,伊春市,2002,85.3472,,18220.0,157.0,,131.88,2,1101.0,101101.0,1.62,0.37380796006830413
947,8.3024,,毕节市（2011年前为毕节地区）,2010,,,14892.0,,,,2,100.0,100.0,0.835,1.4621185852981973
948,6.67,,陇南市（2004年前为陇南地区）,2011,197.6822,74.0,15491.0,14.0,2.0,283.2,2,11111.0,111111.0,8.816,2.1854154485491315
949,,,黑河市,2009,224.2095,152.0,37125.0,19.0,,174.21,2,1111.0,101111.0,1.0710000000000002,1.0767259042441983
950,,,昌吉回族自治州,2009,,,40890.0,,,,2,100.0,100.0,1.4619999999999995,0.756444444444444
951,5.1149,,遵义市,2006,464.5307,386.0,17140.0,50.0,,732.3,2,1111.0,101111.0,1.07,0.8362111292962355
952,7.495,,延边朝鲜族自治州,2005,,,24138.0,,,,2,100.0,100.0,1.166,0.7498896278477428
953,44.7633,,昭通市,2011,465.0326,356.0,12573.0,33.0,5.0,579.3,2,11111.0,111111.0,8.870000000000003,5.641449704529673
954,17.6278,,赤峰市,2009,912.8888,744.0,48831.0,79.0,,459.19,2,1111.0,101111.0,2.986,2.4510526170570874
955,,,海东市(2013年前为海东地区）,2003,,,7312.0,,,,2,100.0,100.0,0.8550000000000001,0.15320809248554912
956,48.7785,,怀化市,2011,845.6310000000003,370.0,15533.0,56.0,7.0,513.5,2,11111.0,111111.0,8.65,3.585686222281414
957,2.8954,,赣州市,2002,309.1679,,22237.0,31.0,,818.49,2,1101.0,101101.0,1.3910000000000002,0.5252582089552238
958,,,阿克苏地区,2013,,,72274.0,,,,2,100.0,100.0,2.99,1.9346731234866827
959,,,三明市,2005,392.8434,253.0,12989.0,20.0,,268.13,2,1111.0,101111.0,1.07,0.5703121869113934
960,29.3902,,西双版纳傣族自治州,2009,,,10795.0,,,,2,100.0,100.0,0.8550000000000001,1.1473782360684515
961,,,巴彦淖尔市,2019,875.0,1120.0,36953.0,51.0,48.0,174.0,2,11111.0,111111.0,6.928999999999999,3.155542161506057
962,25.2287,,永州市,2004,327.851,394.0,12654.0,37.0,,571.82,2,1111.0,101111.0,0.8800000000000001,0.4329012170959523
963,,,恩施土家族苗族自治州,2014,,,13711.0,,,,2,100.0,100.0,0.909,0.5164825779753914
964,,,塔城地区,2017,,,53992.0,,,,2,100.0,100.0,2.364,1.0491832418324185
965,,,海东市(2013年前为海东地区）,2004,,,7416.0,,,,2,100.0,100.0,0.8550000000000001,0.13983933999131565
966,,,承德市,2004,300.6156,346.0,22618.0,40.0,,360.82,2,1111.0,101111.0,0.875,1.1808634772462077
967,22.3804,,铜仁市（2011年前为铜仁地区）,2010,,,10339.0,,,,2,100.0,100.0,0.8550000000000001,1.4971393897364775
968,7.7422,,延边朝鲜族自治州,2006,,,24849.0,,,,2,100.0,100.0,2.213,1.3542448955983573
969,1.4565,,达州市,2003,255.14,124.0,9526.0,19.0,,628.46,2,1111.0,101111.0,0.8800000000000001,0.6204732690622261
970,18.8378,,凉山彝族自治州,2013,,,34594.0,,,,2,100.0,100.0,2.7939999999999996,1.479734973866396
971,22.1927,,张掖市,2020,467.0,388.0,22100.0,45.0,44.0,,2,11111.0,11111.0,3.9,2.196785695829673
972,1.0977,,池州市,2002,66.9749,,4826.0,12.0,,154.77,2,1101.0,101101.0,0.9939999999999998,0.3565332350152743
973,12.3551,,丽江市,2009,120.6746,120.0,11837.0,25.0,,120.53,2,1111.0,101111.0,1.094,1.4681073570279366
