,stock,register,city,year,PGDP,wage_average,P_baidu_index,DMSP_mean,P_road_area,Built_area,scale,stock_model_chose,pr_stock
271,0.191747497,0.017285541,濮阳市,2019,43810.0,70184.0,2578.6898730000007,20.87320967,,1774.582278,2,100111.0,0.11426076755102796
272,,,廊坊市,2015,54460.0,64724.0,2844.267206,20.82148425,11.02,1455.2064779999996,2,110111.0,0.14113095785900562
273,0.166642773,0.016290943000000002,焦作市,2019,76827.0,61831.0,2672.243478000001,20.78185852,,3256.796739,2,100111.0,0.14189588453611218
274,0.066416776,,常州市,2008,50282.66776,34836.16,,20.75727044,11.54,2765.546727,2,110011.0,0.11496392125268332
275,,,唐山市,2019,86667.05,77990.0,1974.851502,20.64019254,,3132.089325,2,100111.0,0.1638933381217083
276,0.29284229,,济南市,2019,106416.0,100593.0,2401.123729,20.60358507,,8071.383051000002,2,100111.0,0.2475330025778198
277,,,泉州市,2020,115768.0,76330.0,1430.075294,20.59984208,,2792.051765,2,100111.0,0.17837078676386442
278,0.097020532,,无锡市,2009,81146.0,43346.97,,20.54025198,22.59,3528.793988000001,2,110011.0,0.17475394747585293
279,0.048713119000000006,,苏州市,2003,47693.0,19790.67,,20.50446377,,2537.948929,2,100011.0,0.07852047411188572
280,0.053965517000000005,,嘉兴市,2008,43129.0,29219.56,,20.4899913,10.47,1824.688462,2,110011.0,0.09445881530981637
281,0.21308487,,枣庄市,2019,43100.0,70788.0,2397.278107,20.47408703,,3978.4615380000014,2,100111.0,0.13570080255715533
282,,,莆田市,2020,82753.0,75316.0,2288.245833,20.3525641,,3197.275,2,100111.0,0.15911168880723106
283,,,廊坊市,2016,58972.0,72744.0,2633.067159,20.34440287,,1479.740221,2,100111.0,0.12406775734115438
284,,,石河子市,2009,34421.0,,,20.3,,,2,1.0,0.06448498675064732
285,0.303987217,,绍兴市,2019,114561.0,80842.0,2180.2266440000008,20.29308055,,4796.498616,2,100111.0,0.20128410913658887
286,,,泉州市,2018,97614.0,65915.0,2362.558442,20.28943674,,2812.020779,2,100111.0,0.15564339437831926
287,0.305495215,,绍兴市,2020,113746.0,85837.0,2066.385667,20.25326245,,4815.247333,2,100111.0,0.20605048278183913
288,,,徐州市,2019,81138.0,78568.0,1509.2802800000004,20.22886913,,3200.128112000001,2,100111.0,0.1616026732790298
289,,,莆田市,2018,77325.0,65050.0,4004.330357,20.16162362,,3382.96875,2,100111.0,0.14635291980033735
290,0.08406274,,揭阳市,2018,35358.0,54855.0,1595.221395,20.15715905,,2285.935814,2,100111.0,0.09822704825159137
291,,,扬州市,2018,120944.0,75996.0,3206.010969,20.15644499,,3802.992322,2,100111.0,0.19071066078571142
292,,,莆田市,2017,70646.0,59358.0,,20.1495695,,,2,11.0,0.12778348463505887
293,0.052721823,,无锡市,2004,52825.0,22125.09,,20.10036302,,4226.0,2,100011.0,0.09933126779232573
294,0.12364142,,南京市,2011,76263.0,54711.85,781.2307317000002,20.05291888,18.96,7899.110731999999,2,110111.0,0.1993069279589639
295,0.241954492,,淄博市,2019,77510.0,78815.0,2086.8076920000008,20.04564454,,6132.659341,2,100111.0,0.1875554245584859
296,,,鄂州市,2018,,51741.0,,19.95778198,,,2,10.0,0.09979128044290908
297,0.105674061,,南京市,2010,65273.0,48781.69,,19.94480667,17.46,7876.020858,2,110011.0,0.19090240773883746
298,,,泉州市,2017,87615.0,61253.0,,19.92419723,,,2,11.0,0.14128095037349422
299,,,海口市,2020,63309.0,90277.0,4986.9100560000015,19.85531062,,7215.103911,2,100111.0,0.1994523886268153
