,register,stock,province,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,city,stock_model_chose,register_model_chose,pr_stock
797,,3.4896,,2007,0.0016595882189677823,318.0,0.0027383322483108766,61.0,,307.41,2,广元市,1111.0,101111.0,4.591511029162624
798,,6.3982,,2002,0.0022685595317778863,,0.005212838466053596,47.0,,704.85,2,遵义市,1101.0,101101.0,7.120556651231944
799,,1.4465,,2002,0.0018087897225831805,,0.002795828128076075,17.0,,635.12,2,达州市,1101.0,101101.0,4.895913607473715
801,,3.8269,,2002,0.002124055332502989,,0.003529810340015349,36.0,,728.55,2,邵阳市,1101.0,101101.0,5.890952522734999
802,,9.3,,2012,0.0033656707522392026,285.0,0.002535641077239892,28.0,6.0,156.5,2,雅安市,11111.0,111111.0,7.578192987454578
803,,3.6537,,2008,0.0013498216946465945,160.0,0.0033282108628639572,24.0,,242.48,2,商洛市,1111.0,101111.0,4.366931994662202
804,,0.9247,,2004,0.0001063975427792685,306.0,0.0017696358436592415,31.0,,151.28,2,固原市,1111.0,101111.0,1.210043315515376
808,,4.3136,,2009,0.0018095006173013792,173.0,0.003351864231121792,24.0,,243.05,2,商洛市,1111.0,101111.0,5.21660728035334
810,,11.0974,,2008,0.0065542612296421165,657.0,0.015091940642418204,77.0,,456.49,2,赤峰市,1111.0,101111.0,20.59041298564371
815,,3.6426,,2006,0.0024588039570350925,176.0,0.006309263059297539,31.0,,378.8,2,百色市,1111.0,101111.0,8.096396174695132
817,,8.0,,2012,0.0024106925822142363,395.0,0.006723378952796247,37.0,4.0,130.8,2,张掖市,11111.0,111111.0,8.24676691459808
818,,1.7482,,2006,0.0009314511543195279,218.0,0.0016280795320854301,21.0,,161.45,2,张家界市,1111.0,101111.0,2.6293808557426974
819,,4.7638,,2004,0.00196914597420717,170.0,0.004410807333126396,27.0,,466.65,2,吉安市,1111.0,101111.0,6.1152613278812975
820,,3.6888,,2003,0.0008937431387861293,252.0,0.004503237418318551,33.0,,200.82,2,白城市,1111.0,101111.0,4.21235614514425
823,,23.4629,,2008,0.00431712864360899,269.0,0.00482128424689313,40.0,,508.94,2,怀化市,1111.0,101111.0,10.621683694515745
824,,9.75,,2014,0.0021461308631698785,66.0,0.004889697065854252,14.0,8.0,283.2,2,陇南市（2004年前为陇南地区）,11111.0,111111.0,6.712256666862371
828,,120.0617,,2020,0.008287470245546562,407.0,0.007801244749407119,27.0,20.0,,2,普洱市（2007年前为思茅市、思茅地区）,11111.0,11111.0,19.554911728528808
829,,4.4704,,2004,0.0010165524510217293,252.0,0.004528346378469176,33.0,,201.6,2,白城市,1111.0,101111.0,4.450151382587553
830,,8.3826,,2007,0.0005469749943160817,200.0,0.0036102317920919877,18.0,,118.02,2,丽江市,1111.0,101111.0,3.0686718456318682
831,,14.6297,,2010,0.0052128883837413,714.0,0.011550485567260536,38.0,,186.34,2,巴彦淖尔市,1111.0,101111.0,16.116355540160583
833,,13.6659,,2009,0.006781461381844855,385.0,0.0054380913114628225,45.0,,750.86,2,遵义市,1111.0,101111.0,15.458250745902786
