省,省类型,市,市类型,register,stock,person_density,PGDP,autobus,taxi,GDP,passenger_volume,POP,Built_area,Construction_land_area,wage_average,road_area,P_road_area,city,year,baidu_index,scale,all_area,downtown_area,DMSP_mean,DMSP_sum,VNL_mean,VNL_sum,location_x,location_y
辽宁省,省,营口市,地级市,,30.8632,444.49,61925.0,882.0,3091.0,1510.0,2864.0,232.62,110.0,110.0,48978.0,720.0,7.76,营口市,2015,47.0,2,5242.0,702.0,11.81510464,64924.0,1.755938917,59031.1545,20473.3,4536.13
内蒙古自治区,自治区,阿拉善盟,盟,,,,133187.0,,,,,,,,,,,阿拉善盟,2015,,2,,,0.059179531,14169.0,0.124076571,181833.7183,18777.7,4520.72
内蒙古自治区,自治区,巴彦淖尔市,地级市,,,26.4,53000.0,121.0,1238.0,887.43,1728.0,174.7,51.0,61.0,51169.0,1013.0,19.47,巴彦淖尔市,2015,25.0,2,66277.0,2333.0,0.35734021,23280.0,0.162751961,65797.36282000001,19213.0,4595.99
内蒙古自治区,自治区,包头市,地级市,,,80.67,132253.0,1387.0,6379.0,3720.0,581.0,223.86,196.0,197.0,59500.0,2852.0,18.33,包头市,2015,55.0,2,27768.0,2965.0,2.058593325,56811.0,0.515252704,88386.44889,19438.4,4601.3
内蒙古自治区,自治区,赤峰市,地级市,,,51.43,43269.0,622.0,3788.0,1860.0,3187.0,462.63,105.0,83.0,55377.0,2175.0,17.29,赤峰市,2015,55.0,2,90021.0,7076.0,0.481793297,41890.0,0.181619976,100746.78,20139.7,4816.7
内蒙古自治区,自治区,鄂尔多斯市,地级市,,,18.1,207163.0,510.0,3540.0,4230.0,840.0,157.32,154.0,154.0,73377.0,2949.0,105.02,鄂尔多斯市,2015,55.0,2,86752.0,2530.0,1.267885111,110093.0,0.302781908,158410.6498,19295.0,4366.6
内蒙古自治区,自治区,呼和浩特市,地级市,,,139.07,101492.0,1884.0,6568.0,3090.0,649.0,238.58,260.0,260.0,53698.0,2506.0,19.26,呼和浩特市,2015,115.0,2,17186.0,2065.0,4.471372823,76769.0,0.901009434,94831.24289,19542.4,4495.03
内蒙古自治区,自治区,呼伦贝尔市,地级市,,,10.25,63131.0,467.0,2432.0,1600.0,3773.0,259.3,114.0,97.0,48001.0,772.0,20.86,呼伦贝尔市,2015,34.0,2,252777.0,1752.0,0.17212945300000002,43294.0,0.13296742,239952.7406,20232.6,5551.31
内蒙古自治区,自治区,通辽市,地级市,,,53.5,60123.0,567.0,2589.0,1880.0,1859.0,319.37,61.0,61.0,53093.0,1189.0,13.92,通辽市,2015,45.0,2,59629.0,3212.0,0.579525767,34119.0,0.207060122,78571.03404,20352.0,4907.2
内蒙古自治区,自治区,乌海市,地级市,,,263.63,100871.0,398.0,1054.0,559.8322,174.0,44.49,62.0,42.0,55577.0,1429.0,32.12,乌海市,2015,11.0,2,1669.0,1669.0,13.642684400000002,22565.0,1.702855033,16970.65326,19144.3,4373.81
内蒙古自治区,自治区,乌兰察布市,地级市,,,50.28,43221.0,698.0,2177.0,913.7748,399.0,273.87,60.0,60.0,56538.0,887.0,28.07,乌兰察布市,2015,19.0,2,54500.0,527.0,0.6729454570000001,36619.0,0.209723833,71092.60448,19621.3,4616.92
内蒙古自治区,自治区,锡林郭勒盟,盟,,,,96025.0,,,,,,,,,,,锡林郭勒盟,2015,,2,,,0.156963165,31384.0,0.140133012,181724.2101,19854.9,4904.62
内蒙古自治区,自治区,兴安盟,盟,,,,31391.0,,,,,,,,,,,兴安盟,2015,,2,,,0.33357516,18392.0,0.166616611,61715.29274,20297.7,5172.65
宁夏回族自治区,自治区,固原市,地级市,,,114.97,17796.0,156.0,2585.0,217.0391,1286.0,149.77,52.0,43.0,63821.0,784.0,17.21,固原市,2015,2.0,2,13047.0,4489.0,0.909763735,9588.0,0.319757024,19356.49147,19064.8,3986.81
宁夏回族自治区,自治区,石嘴山市,地级市,,,141.24,61845.0,284.0,2699.0,482.3793,1226.0,74.53,103.0,52.0,56881.0,1582.0,36.39,石嘴山市,2015,9.0,2,5310.0,2262.0,5.138024025,20958.0,0.907399421,22165.95306,19111.2,4328.78
宁夏回族自治区,自治区,吴忠市,地级市,,,83.54,29698.0,431.0,1042.0,404.8073,1228.0,140.41,98.0,49.0,54334.0,518.0,12.91,吴忠市,2015,14.0,2,16758.0,1107.0,1.719581127,28901.0,0.422448757,41628.523,19104.0,4157.11
宁夏回族自治区,自治区,银川市,地级市,,,198.34,69594.0,1949.0,5364.0,1490.0,3602.0,179.23,167.0,167.0,65643.0,1897.0,17.42,银川市,2015,72.0,2,9025.0,2311.0,11.46019756,78892.0,2.422139226,98985.56373,19092.6,4249.38
宁夏回族自治区,自治区,中卫市,地级市,,,68.78,27857.0,242.0,1211.0,316.8907,2967.0,120.17,32.0,28.0,56173.0,542.0,13.37,中卫市,2015,6.0,2,17448.0,6877.0,1.4065708419999998,19180.0,0.33579068100000004,26721.21499,19010.6,4111.92
青海省,省,果洛藏族自治州,自治州,,,,18089.0,,,,,,,,,,,果洛藏族自治州,2015,,2,,,0.02008589,1492.0,0.131163436,54834.18618,18429.5,3837.94
青海省,省,海北藏族自治州,自治州,,,,31960.0,,,,,,,,,,,海北藏族自治州,2015,,2,,,0.05728985,1971.0,0.152483187,30890.196560000004,18556.6,4235.11
青海省,省,海东市,地级市,,,,26531.0,,,,,,,,,,,海东市,2015,4.0,2,,,1.389966143,18064.0,0.324483923,24395.99923,18722.0,4057.19
青海省,省,海南藏族自治州,自治州,,,,30150.0,,,,,,,,,,,海南藏族自治州,2015,110.0,2,,,0.05974907700000001,2605.0,0.138684153,34772.693810000004,18528.3,4028.05
青海省,省,海西蒙古族藏族自治州,自治州,,,,86713.0,,,,,,,,,,,海西蒙古族藏族自治州,2015,,2,,,0.08864391199999999,26664.0,0.167161358,292200.895,18014.6,4193.38
青海省,省,黄南藏族自治州,自治州,,,,27177.0,,,,,,,,,,,黄南藏族自治州,2015,,2,,,0.140709094,2536.0,0.14616200699999998,15000.75293,18643.3,3917.2
青海省,省,西宁市,地级市,,,262.4,49178.0,2726.0,6402.0,1130.0,1709.0,201.17,90.0,88.0,58099.0,960.0,10.2,西宁市,2015,61.0,2,7660.0,477.0,4.426257572,33613.0,0.963595537,42573.57802,18645.7,4120.04
青海省,省,玉树藏族自治州,自治州,,,,15455.0,,,,,,,,,,,玉树藏族自治州,2015,,2,,,0.010369597,2125.0,0.153234862,176986.8782,17955.1,3917.4
山东省,省,滨州市,地级市,,66.3673,402.69,61189.0,1119.0,801.0,2360.0,1430.0,389.07,113.0,109.0,53865.0,1953.0,18.12,滨州市,2015,75.0,2,9660.0,3258.0,10.85184372,98882.0,1.301022565,69802.46266,20105.0,4178.27
山东省,省,德州市,地级市,,77.6081,566.71,48062.0,518.0,2405.0,2750.0,1850.0,587.27,149.0,147.0,48589.0,2872.0,23.54,德州市,2015,98.0,2,10358.0,1751.0,5.849980717,60676.0,0.819439268,49716.19981000001,20001.1,4138.96
山东省,省,东营市,地级市,,56.2237,231.71,163938.0,1014.0,3405.0,3450.0,700.0,190.62,119.0,120.0,67466.0,2357.0,27.48,东营市,2015,99.0,2,8243.0,3445.0,13.05987796,102729.0,1.587896847,73317.9611,20174.4,4194.97
山东省,省,菏泽市,地级市,,66.5278,818.37,28350.0,750.0,1565.0,2400.0,4705.0,1003.06,100.0,99.0,45060.0,1531.0,9.68,菏泽市,2015,95.0,2,12256.0,1415.0,6.47553542,78613.0,0.855158228,59180.37,19927.8,3901.37
山东省,省,济南市,地级市,,154.0448,782.7,85919.0,5284.0,8955.0,6100.0,3663.0,625.73,393.0,393.0,68997.0,8358.0,22.93,济南市,2015,172.0,2,7998.0,3303.0,13.00440788,132762.0,1.914263478,113594.3091,20056.2,4074.14
山东省,省,济宁市,地级市,,92.2743,766.51,48529.0,1253.0,1560.0,4010.0,4424.0,867.44,194.0,185.0,54077.0,4456.0,24.41,济宁市,2015,114.0,2,11311.0,1648.0,10.67680914,119655.0,1.225354338,78450.86081,20021.6,3930.64
山东省,省,聊城市,地级市,,72.0398,692.34,44743.0,1242.0,1242.0,2660.0,1728.0,622.3,99.0,93.0,48070.0,2351.0,19.1,聊城市,2015,100.0,2,8984.0,1710.0,8.544253938999999,73754.0,1.065395305,53296.40015,19937.7,4047.45
山东省,省,临沂市,地级市,,165.6416,653.83,36656.0,1664.0,2750.0,3760.0,4734.0,1124.04,202.0,191.0,56312.0,4146.0,15.82,临沂市,2015,121.0,2,17191.0,2294.0,8.837513822,151855.0,1.085882831,106632.6081,20162.7,3933.18
山东省,省,青岛市,地级市,,194.6223,694.03,102519.0,6748.0,10033.0,9300.0,4372.0,783.09,566.0,470.0,69465.0,7940.0,21.3,青岛市,2015,169.0,2,11282.0,3293.0,16.1885078,181716.0,2.856041411,185859.7509,20321.0,4074.13
山东省,省,日照市,地级市,,45.2613,552.34,58110.0,625.0,1068.0,1670.0,2291.0,295.95,101.0,101.0,54734.0,2055.0,15.38,日照市,2015,63.0,2,5359.0,2043.0,9.885819521,53680.0,1.6296008830000002,50634.95864,20238.8,3969.32
山东省,省,泰安市,地级市,,56.1292,729.19,56490.0,1643.0,1292.0,3160.0,2816.0,565.71,131.0,132.0,51835.0,1739.0,10.73,泰安市,2015,97.0,2,7762.0,2087.0,7.381745417,57179.0,0.915692775,40785.87191,20043.6,4002.63
山东省,省,威海市,地级市,,56.5907,439.88,106922.0,1374.0,1864.0,3000.0,3176.0,254.75,193.0,189.0,53494.0,3105.0,23.5,威海市,2015,79.0,2,5797.0,2606.0,9.840642785,58788.0,1.50471614,52352.08393,20478.8,4166.66
山东省,省,潍坊市,地级市,,176.6883,553.8,55824.0,1074.0,4902.0,5170.0,5754.0,893.71,178.0,178.0,57148.0,3666.0,19.57,潍坊市,2015,120.0,2,16143.0,2638.0,11.19449816,179459.0,1.226442812,114007.6709,20223.6,4077.1
山东省,省,烟台市,地级市,,125.8253,471.41,91979.0,2006.0,2169.0,6450.0,5973.0,653.28,324.0,275.0,59906.0,3516.0,18.99,烟台市,2015,117.0,2,13852.0,2738.0,9.720277247,137435.0,1.540271872,127526.8096,20370.7,4168.97
山东省,省,枣庄市,地级市,,45.6706,893.95,52692.0,1476.0,834.0,2030.0,2368.0,407.77,149.0,137.0,49673.0,2481.0,10.43,枣庄市,2015,86.0,2,4564.0,3069.0,12.33282309,56398.0,1.276111218,33154.64554,20084.7,3883.96
山东省,省,淄博市,地级市,,79.1722,720.87,89235.0,2018.0,6084.0,4130.0,708.0,429.6,267.0,262.0,56782.0,3924.0,13.73,淄博市,2015,104.0,2,5965.0,2989.0,14.79903026,88513.0,1.665349458,57589.44962000001,20131.6,4076.05
山西省,省,大同市,地级市,,,222.91,30989.0,983.0,5038.0,1050.0,1635.0,316.22,125.0,125.0,58750.0,2058.0,13.11,大同市,2015,57.0,2,14176.0,2080.0,4.396391277,61888.0,0.7761817320000001,66286.69608,19732.7,4421.91
山西省,省,晋城市,地级市,,,232.36,44994.0,459.0,1453.0,1040.0,1657.0,219.44,45.0,45.0,54721.0,577.0,15.28,晋城市,2015,63.0,2,9425.0,143.0,4.2924367960000005,40409.0,0.631769435,34081.43396,19654.6,3943.7
山西省,省,晋中市,地级市,,,201.32,31434.0,390.0,1330.0,1050.0,2289.0,329.66,72.0,63.0,51189.0,965.0,15.76,晋中市,2015,98.0,2,16392.0,1318.0,4.689459558,76879.0,0.684593089,65687.39143999999,19673.8,4134.62
山西省,省,临汾市,地级市,,,212.58,26239.0,425.0,1862.0,1160.0,1794.0,430.59,54.0,52.0,48051.0,713.0,8.81,临汾市,2015,86.0,2,20275.0,1316.0,2.936221598,59573.0,0.481500956,56417.46699,19534.0,4010.75
山西省,省,吕梁市,地级市,,,182.21,25003.0,116.0,450.0,955.8013,1816.0,387.48,26.0,25.0,52890.0,344.0,12.27,吕梁市,2015,72.0,2,21239.0,1339.0,3.609138258,76225.0,0.531363782,66061.27089,19523.2,4171.59
山西省,省,朔州市,地级市,,,152.47,51256.0,184.0,1273.0,901.1301,3324.0,161.51,42.0,40.0,52012.0,675.0,10.11,朔州市,2015,30.0,2,10625.0,4107.0,5.585269495,59377.0,0.80343418,51596.54302,19641.0,4388.25
山西省,省,太原市,地级市,,,525.19,63483.0,2871.0,8719.0,2740.0,1085.0,367.39,340.0,331.0,60516.0,4140.0,14.52,太原市,2015,146.0,2,6988.0,1500.0,11.05982906,76346.0,2.4858251890000003,101366.9796,19615.6,4203.78
山西省,省,忻州市,地级市,,,122.06,21731.0,112.0,713.0,681.2356,1613.0,306.52,37.0,37.0,44880.0,583.0,10.77,忻州市,2015,62.0,2,25152.0,1987.0,2.424935477,61072.0,0.4452735820000001,67059.092,19622.3,4306.49
山西省,省,阳泉市,地级市,,,288.84,42688.0,787.0,2236.0,595.7009,1514.0,132.16,54.0,45.0,46594.0,643.0,9.18,阳泉市,2015,55.0,2,4570.0,652.0,5.043697848,22969.0,0.704746988,19028.87343,19719.4,4217.42
山西省,省,运城市,地级市,,,359.59,22304.0,366.0,1801.0,1170.0,3129.0,510.2,46.0,42.0,46807.0,716.0,10.5,运城市,2015,88.0,2,14183.0,1205.0,3.3682026030000003,47879.0,0.561625558,45528.17584,19505.9,3895.39
山西省,省,长治市,地级市,,,242.52,35029.0,731.0,1801.0,1200.0,3537.0,336.85,59.0,59.0,49468.0,736.0,10.02,长治市,2015,82.0,2,13896.0,334.0,5.0461791410000005,70591.0,0.714968245,57886.68897999999,19671.8,4040.02
陕西省,省,安康市,地级市,,11.158,129.59,29193.0,200.0,532.0,772.459,5009.0,304.8,40.0,40.0,50410.0,535.0,5.31,安康市,2015,25.0,2,23536.0,3646.0,0.500808235,11773.0,0.186361545,24286.45024,19305.8,3627.6
陕西省,省,宝鸡市,地级市,,23.9326,211.98,47565.0,962.0,3447.0,1790.0,9525.0,384.54,89.0,88.0,49414.0,1341.0,9.42,宝鸡市,2015,58.0,2,18162.0,3625.0,1.73695256,31451.0,0.3600055620000001,36776.00821,19150.5,3812.16
陕西省,省,汉中市,地级市,,19.8993,141.31,31001.0,,,1060.0,4390.0,385.21,42.0,38.0,51411.0,309.0,5.37,汉中市,2015,41.0,2,27246.0,556.0,1.029017115,27838.0,0.23307638,35103.63366,19136.1,3669.6
陕西省,省,商洛市,地级市,,6.903,130.11,26415.0,103.0,319.0,621.831,4255.0,251.01,26.0,18.0,45014.0,187.0,3.34,商洛市,2015,31.0,2,19292.0,2672.0,0.362642974,7102.0,0.168666808,18477.95481,19398.0,3725.19
陕西省,省,铜川市,地级市,,7.6573,216.38,38378.0,321.0,1041.0,324.539,1875.0,83.64,44.0,37.0,50310.0,440.0,5.92,铜川市,2015,12.0,2,3882.0,2406.0,2.687708494,10474.0,0.542990462,12066.33405,19320.8,3898.09
陕西省,省,渭南市,地级市,,43.4758,424.09,27452.0,350.0,900.0,1470.0,9340.0,556.72,74.0,69.0,45775.0,1547.0,15.98,渭南市,2015,73.0,2,13134.0,1264.0,4.048425591,52585.0,0.687320686,50740.07499,19395.0,3869.45
陕西省,省,西安市,地级市,,218.9116,808.16,66938.0,7781.0,14459.0,5800.0,19625.0,815.66,501.0,497.0,63193.0,7747.0,12.47,西安市,2015,185.0,2,10097.0,3874.0,12.63840968,127471.0,2.944862607,167412.4944,19296.1,3777.79
陕西省,省,咸阳市,地级市,,31.0627,518.21,43426.0,527.0,2719.0,2160.0,8455.0,527.59,90.0,91.0,45309.0,978.0,10.59,咸阳市,2015,79.0,2,10189.0,528.0,6.234359867999999,64376.0,1.063429141,62305.24996,19261.1,3853.75
陕西省,省,延安市,地级市,,26.4708,63.73,53924.0,437.0,850.0,1200.0,2987.0,235.5,36.0,29.0,61274.0,140.0,2.96,延安市,2015,33.0,2,37031.0,3539.0,3.475929476,128738.0,0.6012912460000001,128930.6728,19349.1,4035.19
陕西省,省,榆林市,地级市,,54.6932,86.41,77267.0,278.0,1001.0,2620.0,3187.0,377.46,64.0,55.0,61316.0,1015.0,17.81,榆林市,2015,63.0,2,43627.0,7053.0,3.594197499,154360.0,0.703566232,178567.924,19373.1,4212.54
上海市,直辖市,上海市,直辖市,,,,,,,,,,,,,,,,,,,,,,,,,,
四川省,省,阿坝藏族羌族自治州,自治州,,10.2,,28647.0,,,,,,,,,,,阿坝藏族羌族自治州,2015,,2,,,0.108731029,9020.0,0.130415122,59763.12109,18708.9,3616.87
四川省,省,巴中市,地级市,,14.0,309.12,15076.0,280.0,621.0,501.3438,3319.0,379.52,37.0,32.0,43825.0,370.0,2.72,巴中市,2015,23.0,2,12293.0,2560.0,0.749450728,9210.0,0.210156621,14204.69614,19125.5,3550.54
四川省,省,成都市,地级市,,366.2,1013.12,74273.0,11294.0,17676.0,10800.0,14124.0,1228.05,616.0,604.0,69123.0,7710.0,11.04,成都市,2015,255.0,2,12121.0,3240.0,13.87359609,198878.0,2.141076556,166385.2002,18821.4,3413.99
四川省,省,达州市,地级市,,21.1,411.74,24342.0,222.0,1063.0,1350.0,6623.0,682.8,108.0,79.0,48672.0,320.0,1.78,达州市,2015,60.0,2,16588.0,3134.0,1.434376319,23792.0,0.347058201,31441.7377,19180.4,3476.26
四川省,省,德阳市,地级市,,36.0,659.79,45701.0,346.0,850.0,1610.0,6728.0,389.99,75.0,76.0,59411.0,684.0,9.89,德阳市,2015,64.0,2,5911.0,648.0,7.817920054,46157.0,1.10766099,35653.39193,18873.3,3464.01
四川省,省,甘孜藏族自治州,自治州,,8.0,,18423.0,,,,,,,,,,,甘孜藏族自治州,2015,,2,,,0.064201802,9613.0,0.121769422,99140.27975,18447.2,3476.54
四川省,省,广安市,地级市,,14.1,736.48,31046.0,169.0,479.0,1010.0,156957.0,467.39,50.0,48.0,44079.0,692.0,5.47,广安市,2015,37.0,2,6341.0,1534.0,3.647402495,23099.0,0.70388757,24132.08146,19083.2,3375.39
四川省,省,广元市,地级市,,16.0,186.99,23263.0,383.0,627.0,605.43,2007.0,305.31,56.0,54.0,56946.0,613.0,6.59,广元市,2015,26.0,2,16311.0,4580.0,1.1,17952.0,0.251254433,22604.10511,19008.0,3582.89
四川省,省,乐山市,地级市,,25.5,278.24,39973.0,497.0,880.0,1300.0,5156.0,353.79,74.0,69.0,54545.0,871.0,7.5,乐山市,2015,58.0,2,12723.0,2506.0,2.063382491,26304.0,0.316222591,21536.02331,18776.3,3256.09
四川省,省,凉山彝族自治州,自治州,,22.2,,28276.0,,,,,,,,,,,凉山彝族自治州,2015,,2,,,0.4091641070000001,24646.0,0.16406272800000002,52173.42402,18619.5,3117.85
四川省,省,泸州市,地级市,,24.1,413.53,31714.0,1050.0,1574.0,1350.0,8741.0,505.68,120.0,115.0,52051.0,1422.0,9.47,泸州市,2015,53.0,2,12236.0,2133.0,1.5817928999999995,19339.0,0.305592542,19850.37473,18977.1,3158.64
四川省,省,眉山市,地级市,,21.6,488.8,34379.0,19779.0,418.0,1030.0,5993.0,349.16,47.0,45.0,54451.0,727.0,8.29,眉山市,2015,46.0,2,7140.0,1330.0,2.935304734,21143.0,0.46219948,17888.96867,18799.1,3334.21
四川省,省,绵阳市,地级市,,42.7,269.16,35754.0,1384.0,1775.0,1700.0,6175.0,545.48,125.0,125.0,59093.0,1616.0,12.61,绵阳市,2015,91.0,2,20248.0,1570.0,2.174348598,44061.0,0.444050829,49370.01522,18903.7,3542.29
四川省,省,南充市,地级市,,32.7,594.69,23881.0,707.0,1207.0,1520.0,8510.0,742.33,115.0,115.0,50286.0,1500.0,7.71,南充市,2015,67.0,2,12477.0,2526.0,2.771613833,34623.0,0.640556783,43573.23459,19042.6,3462.55
四川省,省,内江市,地级市,,15.6,779.8,32080.0,825.0,1250.0,1200.0,11183.0,420.43,72.0,72.0,46430.0,523.0,3.7,内江市,2015,48.0,2,5386.0,1569.0,3.190829775,17189.0,0.5913251629999999,17086.34058,18909.8,3295.84
四川省,省,攀枝花市,地级市,,13.7,149.98,75078.0,662.0,1417.0,925.1839,2622.0,110.66,74.0,73.0,61915.0,829.0,12.24,攀枝花市,2015,20.0,2,7401.0,2018.0,2.589536138,19204.0,0.522985455,20227.50846,18575.9,3000.15
四川省,省,遂宁市,地级市,,15.5,712.14,27868.0,255.0,783.0,915.8112,4107.0,378.75,76.0,75.0,49753.0,2068.0,13.6,遂宁市,2015,33.0,2,5322.0,1874.0,4.193959857,22358.0,0.7637329709999999,22053.55327,18969.6,3403.17
四川省,省,雅安市,地级市,,13.1,103.02,32523.0,111.0,329.0,502.5788,2765.0,154.91,33.0,30.0,49626.0,350.0,5.63,雅安市,2015,33.0,2,15046.0,1681.0,0.892609392,13382.0,0.226437707,18273.74939,18693.3,3339.59
四川省,省,宜宾市,地级市,,22.2,415.94,34060.0,682.0,1436.0,1530.0,6422.0,552.08,87.0,75.0,55288.0,740.0,5.82,宜宾市,2015,54.0,2,13271.0,1835.0,1.625084797,21560.0,0.268155285,18903.33868,18876.6,3178.58
四川省,省,资阳市,地级市,,15.0,633.17,35702.0,242.0,438.0,1270.0,6727.0,503.68,45.0,44.0,50455.0,545.0,4.93,资阳市,2015,35.0,2,7960.0,1633.0,1.795897079,10330.0,0.388519718,12040.22607,18932.3,3345.92
四川省,省,自贡市,地级市,,16.0,746.4,41447.0,849.0,1294.0,1140.0,5904.0,327.46,112.0,112.0,53344.0,1566.0,10.4,自贡市,2015,42.0,2,4381.0,1434.0,3.145737855,13728.0,0.523763158,12236.67867,18885.5,3257.7
台湾省,省,台湾省,不统计,,,,,,,,,,,,,,,,,,,,,,,,,,
天津市,直辖市,天津市,直辖市,,,,,,,,,,,,,,,,,,,,,,,,,,
西藏自治区,自治区,阿里地区,地区,,,,,,,,,,,,,,,阿里地区,2015,,2,,,0.002257624,761.0,0.172659882,323642.6607,16792.9,4040.17
西藏自治区,自治区,昌都市,地级市,,,,,,,,,,,,,,,,,,,,,,,,,,
西藏自治区,自治区,拉萨市,地级市,,,17.96,59223.0,486.0,1668.0,376.73,880.0,53.03,,,114582.0,931.0,44.57,拉萨市,2015,27.0,2,29518.0,519.0,0.514300152,15267.0,0.262704197,41995.89299,17559.8,3497.34
西藏自治区,自治区,林芝市,地级市,,,,,,,,,,,,,,,,,,,,,,,,,,
西藏自治区,自治区,那曲市,地级市,,,,,,,,,,,,,,,,,,,,,,,,,,
西藏自治区,自治区,日喀则市,地级市,,,,,,,,,,,,,,,,,,,,,,,,,,
西藏自治区,自治区,山南市,地级市,,,,,,,,,,,,,,,,,,,,,,,,,,
香港特别行政区,特别行政区,香港特别行政区,特别行政区,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,阿克苏地区,地区,,,,28477.0,,,,,,,,,,,阿克苏地区,2015,,2,,,1.163905937,148682.0,0.325948955,256624.8273,17006.6,4977.51
新疆维吾尔自治区,自治区,阿拉尔市,省直辖县,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,阿勒泰地区,地区,,,,34996.0,,,,,,,,,,,阿勒泰地区,2015,,2,,,0.164479425,19226.0,0.187264242,148943.6109,17783.4,5449.21
新疆维吾尔自治区,自治区,巴音郭楞蒙古自治州,自治州,,,,73649.0,,,,,,,,,,,巴音郭楞蒙古自治州,2015,,2,,,0.119347892,56194.0,0.175368138,498278.7523,17462.0,4644.49
新疆维吾尔自治区,自治区,北屯市,省直辖县,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,博尔塔拉蒙古自治州,自治州,,,,59641.0,,,,,,,,,,,博尔塔拉蒙古自治州,2015,,2,,,0.404761905,9673.0,0.23818124,37259.88232,17213.7,5379.18
新疆维吾尔自治区,自治区,昌吉回族自治州,自治州,,,,71251.0,,,,,,,,,,,昌吉回族自治州,2015,,2,,,1.058269602,77768.0,0.324006583,154673.2907,17714.8,5163.55
新疆维吾尔自治区,自治区,哈密市,地级市,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,和田地区,地区,,,,10215.0,,,,,,,,,,,和田地区,2015,,2,,,0.135417425,33502.0,0.198931125,287276.6361,16789.7,4555.85
新疆维吾尔自治区,自治区,胡杨河市,省直辖县,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,喀什地区,地区,,,,17431.0,,,,,,,,,,,喀什地区,2015,,2,,,0.421153689,46500.0,0.24917190600000005,162836.3323,16496.5,4803.49
新疆维吾尔自治区,自治区,可克达拉市,省直辖县,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,克拉玛依市,地级市,,,38.78,131014.0,533.0,1528.0,629.4299,104.0,29.97,72.0,68.0,84559.0,1101.0,36.74,克拉玛依市,2015,17.0,2,7735.0,7735.0,6.118791101,43731.0,1.538026049,72836.2996,17486.1,5373.74
新疆维吾尔自治区,自治区,克孜勒苏柯尔克孜自治州,自治州,,,,16777.0,,,,,,,,,,,克孜勒苏柯尔克孜自治州,2015,,2,,,0.090257469,6296.0,0.170035335,71720.39424,16461.0,5027.03
新疆维吾尔自治区,自治区,昆玉市,省直辖县,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,石河子市,省直辖县,,,,83701.0,,,,,,,,,,,石河子市,2015,,2,,,27.46304348,12633.0,4.563216266,13566.44196,17508.2,5220.93
新疆维吾尔自治区,自治区,双河市,省直辖县,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,塔城地区,地区,,,,45964.0,,,,,,,,,,,塔城地区,2015,,2,,,0.339319291,32122.0,0.216764956,136441.1844,17459.1,5400.64
新疆维吾尔自治区,自治区,铁门关市,省直辖县,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,图木舒克市,省直辖县,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,吐鲁番市,地级市,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,乌鲁木齐市,地级市,,,193.65,74340.0,4684.0,12338.0,2630.0,2012.0,266.83,430.0,430.0,67617.0,3224.0,12.37,乌鲁木齐市,2015,113.0,2,13788.0,9596.0,6.121628284,86921.0,1.6363438769999998,149465.2861,17628.0,5113.35
新疆维吾尔自治区,自治区,五家渠市,省直辖县,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,新星市,省直辖县,,,,,,,,,,,,,,,,,,,,,,,,,,
新疆维吾尔自治区,自治区,伊犁哈萨克自治州,自治州,,,,34277.0,,,,,,,,,,,伊犁哈萨克自治州,2015,,2,,,0.930854249,51291.0,0.3632731970000001,128164.6002,17159.5,5236.56
云南省,省,保山市,地级市,,70.36,131.89,21444.0,215.0,450.0,551.9581,2180.0,259.1,34.0,24.0,47295.0,537.0,5.81,保山市,2015,12.0,2,19637.0,5011.0,0.690689746,13168.0,0.22448923,22036.53631,18279.7,2818.04
云南省,省,楚雄彝族自治州,自治州,,61.38,,27942.0,,,,,,,,,,,楚雄彝族自治州,2015,,2,,,0.662152179,18823.0,0.222504758,32665.03352,18547.7,2838.6
云南省,省,大理白族自治州,自治州,,90.64,,25459.0,,,,,,,,,,,大理白族自治州,2015,,2,,,1.058091433,29926.0,0.296396006,43458.76797,18395.9,2892.87
云南省,省,德宏傣族景颇族自治州,自治州,,53.28,,22990.0,,,,,,,,,,,德宏傣族景颇族自治州,2015,,2,,,1.171456711,13084.0,0.332649145,19082.75088,18184.2,2779.49
云南省,省,迪庆藏族自治州,自治州,,9.42,,39543.0,,,,,,,,,,,迪庆藏族自治州,2015,,2,,,0.170756955,3959.0,0.13553364099999998,16605.03951,18358.2,3147.99
云南省,省,红河哈尼族彝族自治州,自治州,,95.07,,26345.0,,,,,,,,,,,红河哈尼族彝族自治州,2015,,2,,,1.243980489,40040.0,0.298922525,48942.28602,18684.0,2615.73
