Unnamed: 0,stock,register,city,year,GDP,road_area,DMSP_sum,Built_area,baidu_index,POP,scale,stock_model_chose,register_model_chose,pr_stock,pr_stock_corrected
1532,14.0,,广元市,2014,566.192,555.0,16149.0,54.0,19.0,310.1,2,111111.0,110111.0,-54183.5546875,-7094.115671161468
1533,5.8678,,荆州市,2005,393.04,748.0,13955.0,62.0,,641.3,2,101111.0,100111.0,-17.59258270263672,13.857999338262221
1534,24.33,,白银市,2017,450.52063,1122.0,19928.0,67.0,60.0,182.0,2,111111.0,110111.0,-56231.671875,-11627.109403664726
1535,2.1868,,黄山市,2003,108.4187,204.0,9599.0,19.0,,146.91,2,101111.0,100111.0,-19.521381378173828,0.23295926928520316
1536,8.3626,,张家口市,2002,278.3715,,36455.0,77.0,,450.54,2,101101.0,100101.0,-13.152719497680664,4.158844535134055
1537,,,三明市,2007,545.6879,319.0,22788.0,24.0,,269.5,2,101111.0,100111.0,-12.976480484008787,-1.3534127214219804
1538,8.619,,襄阳市（2010年前为襄樊市）,2004,557.88,1205.0,19566.0,82.0,,578.77,2,101111.0,100111.0,-10.26177978515625,21.029356007295497
1539,74.3061,,楚雄彝族自治州,2018,,,28229.0,,,,2,100.0,100.0,-46.0250244140625,25494.82218003273
1540,4.0202,,榆林市,2004,185.04,160.0,42660.0,26.0,,349.96,2,101111.0,100111.0,-15.065372467041016,4.121806552886962
1541,4.6506,,乐山市,2005,306.7168,660.0,12663.0,69.0,,347.9,2,101111.0,100111.0,-14.024398803710938,13.78647858755929
1542,9.9264,,达州市,2010,819.203,164.0,16486.0,32.0,,685.49,2,101111.0,100111.0,-17.478839874267578,12.284806034451442
1543,10.0,,庆阳市,2011,454.3451,305.0,26945.0,25.0,2.0,262.0,2,111111.0,110111.0,-51859.92578125,-7212.209115720478
1544,11.0419,,广元市,2012,468.6575,451.0,16229.0,45.0,5.0,311.7,2,111111.0,110111.0,-52948.91796875,-7372.7768905857665
1545,6.837999999999999,,宜昌市,2002,444.0603,,21114.0,62.0,,397.27,2,101101.0,100101.0,-14.900491714477539,19.999543250588815
1546,66.0221,,益阳市,2015,1350.0,823.0,12261.0,75.0,43.0,480.82,2,111111.0,110111.0,-57559.28515625,-3641.3875286320254
1547,11.3076,,贺州市,2015,468.1077,321.0,11700.0,24.0,11.0,239.79,2,111111.0,110111.0,-53519.84765625,1360.1065624999974
1548,54.99,,楚雄彝族自治州,2013,,,28337.0,,,,2,100.0,100.0,-45.94207763671875,25851.346402511597
1549,62.33,,临沧市（2003年前为临沧地区）,2013,416.0951,189.0,23591.0,18.0,1.0,236.4,2,111111.0,110111.0,-51979.328125,-26082.039644851684
1550,25.81,,白银市,2018,511.5968,632.0,20084.0,67.0,59.0,182.0,2,111111.0,110111.0,-56973.49609375,-11822.874158564977
1551,,,博尔塔拉蒙古自治州,2020,,,23901.0,,,,2,100.0,100.0,-49.34905242919922,-11.194953244018556
1552,,,海东市(2013年前为海东地区）,2010,,,13015.0,,,,2,100.0,100.0,-57.70981216430664,2.042664318084718
1553,14.2759,,桂林市,2009,940.5425,634.0,27789.0,61.0,,511.63,2,101111.0,100111.0,-7.045159339904785,12.161086191449847
1554,,,喀什地区,2019,,,110976.0,,,,2,100.0,100.0,17.527069091796875,11422.222924761965
1555,21.51,,平凉市,2016,367.3,669.0,11193.0,36.0,34.0,234.0,2,111111.0,110111.0,-55225.33203125,-8380.58989279611
1556,2.4722,,鸡西市,2004,194.6995,320.0,22651.0,73.0,,194.16,2,101111.0,100111.0,-11.982625007629395,3.083723520132212
1557,7.067,,上饶市,2006,451.4277,342.0,22910.0,24.0,,690.52,2,101111.0,100111.0,-20.561079025268555,-0.49877688494595773
1558,,,鸡西市,2015,514.6868,654.0,22689.0,81.0,19.0,181.7,2,111111.0,110111.0,-52834.07421875,-3789.8752183180623
1559,1.4235,,鹤岗市,2002,76.8841,,14825.0,58.0,,110.89,2,101101.0,100101.0,-17.284923553466793,1.344675891582785
1560,1.7201,,安顺市,2002,70.7276,,9339.0,18.0,,249.33,2,101101.0,100101.0,-24.01965522766113,23.104706344604498
1561,30.4135,,衡阳市,2005,590.8645,706.0,15476.0,93.0,,722.61,2,101111.0,100111.0,-13.952458381652832,9.42623103278024
1562,17.1169,,百色市,2014,917.9154,430.0,36653.0,41.0,13.0,412.0,2,111111.0,110111.0,-53187.984375,1040.0713392857142
1563,,,鹤岗市,2015,265.5736,457.0,14896.0,53.0,17.0,105.61,2,111111.0,110111.0,-52870.25,-3826.0509995680623
1564,19.7933,,抚州市,2014,1040.0,1117.0,19057.0,58.0,19.0,427.5,2,111111.0,110111.0,-53834.703125,1296.1910795454605
1565,10.0187,,桂林市,2007,744.3201,576.0,28037.0,59.0,,504.62,2,101111.0,100111.0,-9.554157257080078,8.728596560614449
1566,13.3556,,达州市,2012,1140.0,198.0,16821.0,36.0,6.0,695.6,2,111111.0,110111.0,-55980.859375,-10404.718296835767
1567,8.8262,,宜昌市,2004,588.6758,1134.0,21534.0,69.0,,398.52,2,101111.0,100111.0,-8.012359619140625,23.278776173311122
1568,2.5257,,梧州市,2004,195.543,219.0,12750.0,23.0,,302.65,2,101111.0,100111.0,-19.964988708496094,0.3690927587236672
1569,,,牡丹江市,2018,1300.0,1068.0,39495.0,82.0,96.0,252.0,2,111111.0,110111.0,-59233.234375,-19623.866647341805
1570,4.1935,,平凉市,2006,125.5928,350.0,11334.0,48.0,,225.48,2,101111.0,100111.0,-17.338855743408207,7.442192708424155
1571,23.8999,,百色市,2016,1110.0,515.0,36909.0,49.0,47.0,417.0,2,111111.0,110111.0,-56467.7734375,-436.0177455357116
1572,,,通辽市,2019,1270.0,1226.0,59972.0,63.0,68.0,317.0,2,111111.0,110111.0,-55287.04296875,-16120.302959899906
1573,11.0467,,中卫市,2008,119.1009,337.0,13900.0,26.0,,114.17,2,101111.0,100111.0,-16.98678207397461,-1.1781942176818863
